customer_id,order_id,customer_age,customer_region,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,detractor_probability,risk_band
174,50174,43,Nordeste,64,128.31,4,31.98,4,4,2,34.1,3,3,1,7,0.9008781890903508,Critico
1023,51023,39,Sul,55,211.59,2,40.16,5,4,3,24.0,1,2,0,6,0.9006727136058179,Critico
1496,51496,31,Sul,102,136.43,1,16.92,1,2,4,39.46,3,0,8,3,0.9002239270658573,Critico
1426,51426,43,Centro-Oeste,25,502.31,2,19.56,5,7,3,40.43,3,3,1,6,0.8998106294760451,Critico
2274,52274,21,Norte,88,136.36,4,49.98,4,8,2,31.54,3,3,10,5,0.8995735064372072,Critico
2230,52230,60,Sul,29,594.53,4,7.83,11,14,3,38.83,3,2,7,5,0.8992735518642965,Critico
752,50752,62,Centro-Oeste,22,630.25,3,12.3,10,10,4,44.64,2,2,0,5,0.8991046933457723,Critico
1751,51751,57,Nordeste,53,162.8,6,1.68,3,14,3,53.66,1,2,8,4,0.8990642607080814,Critico
1191,51191,34,Norte,95,172.0,4,14.71,10,2,4,24.84,2,2,4,4,0.8982166963563983,Critico
870,50870,35,Nordeste,30,408.93,6,29.91,4,2,5,25.09,3,1,5,3,0.8981825283405492,Critico
608,50608,40,Norte,25,140.08,3,34.02,6,9,3,46.82,3,2,9,4,0.8981769743315583,Critico
377,50377,48,Sudeste,78,186.89,3,3.19,5,10,2,47.83,1,0,9,5,0.8976992114365062,Critico
263,50263,51,Sul,54,610.5,2,6.92,9,9,5,47.49,2,1,4,3,0.8971529919880973,Critico
1753,51753,38,Sul,61,148.53,5,12.96,3,8,1,30.31,1,3,11,6,0.8968849055906445,Critico
1246,51246,45,Nordeste,118,204.15,2,23.56,5,13,4,25.72,3,0,8,3,0.8965969405677399,Critico
553,50553,43,Nordeste,53,101.0,5,12.18,2,14,2,40.28,2,1,9,5,0.8959770291321748,Critico
180,50180,19,Norte,92,923.27,2,13.42,3,4,2,58.04,1,4,6,6,0.8954317221506386,Critico
2186,52186,58,Centro-Oeste,46,80.57,5,16.79,2,13,2,47.61,3,3,4,6,0.8953560075116216,Critico
2370,52370,25,Sudeste,98,335.88,6,4.24,2,11,1,44.77,2,2,6,7,0.8950778378742826,Critico
1331,51331,21,Sul,32,463.01,2,19.37,3,14,3,46.85,1,1,4,5,0.8944171982417066,Critico
1479,51479,29,Sudeste,112,235.41,2,15.46,2,6,3,50.47,2,0,8,4,0.894262185478225,Critico
2463,52463,60,Sudeste,62,617.66,5,93.43,3,10,3,38.85,3,3,1,6,0.8941959983779095,Critico
644,50644,43,Centro-Oeste,7,74.24,2,43.19,7,10,2,26.67,2,3,0,7,0.8933307083231804,Critico
92,50092,21,Nordeste,47,143.82,3,42.0,9,8,3,51.74,1,2,3,5,0.8931014031379219,Critico
1287,51287,20,Nordeste,32,424.14,3,0.42,3,2,5,26.43,3,2,0,4,0.8926405801170075,Critico
1828,51828,62,Sul,28,525.01,1,20.25,3,5,2,61.92,1,3,10,5,0.8925752692755342,Critico
783,50783,32,Nordeste,44,272.77,1,8.22,7,9,4,37.19,3,1,9,3,0.8924217594392134,Critico
862,50862,25,Centro-Oeste,113,164.58,5,5.7,3,8,3,28.1,2,1,3,5,0.8921546168003999,Critico
1264,51264,66,Norte,101,124.16,4,63.86,5,14,3,28.93,1,2,2,5,0.8913035822476179,Critico
1834,51834,57,Nordeste,14,140.51,5,70.64,1,4,2,48.62,2,2,4,6,0.8909603449394263,Critico
1211,51211,45,Sudeste,60,269.19,6,75.68,6,13,2,25.43,3,2,6,6,0.8909554754675137,Critico
2422,52422,42,Sul,111,753.74,1,11.66,10,11,1,37.08,2,5,8,7,0.8902434024354857,Critico
175,50175,60,Norte,86,261.8,3,21.93,7,11,2,58.37,2,2,8,5,0.8897395588384865,Critico
1057,51057,43,Norte,34,665.48,3,44.01,2,3,4,36.6,1,2,4,4,0.8897165369199709,Critico
309,50309,52,Norte,108,405.33,3,19.48,8,13,3,42.27,2,1,8,4,0.8896588002832455,Critico
512,50512,64,Norte,34,340.75,2,17.28,3,2,5,33.78,3,1,3,3,0.8883846424316338,Critico
288,50288,32,Nordeste,13,268.19,3,13.61,4,6,2,36.91,2,4,6,6,0.8882443760544557,Critico
2485,52485,22,Centro-Oeste,5,199.27,3,67.34,10,5,3,38.63,3,1,9,4,0.8880170278343933,Critico
1815,51815,46,Nordeste,57,537.08,6,9.44,2,12,2,38.06,3,2,11,5,0.8879198202177531,Critico
2280,52280,26,Norte,116,52.28,5,5.51,3,5,4,32.86,3,1,2,4,0.8876610716833355,Critico
1827,51827,38,Sul,36,906.87,5,40.28,2,12,2,17.47,1,4,8,6,0.8868949835319206,Critico
1540,51540,64,Norte,102,357.46,4,66.51,10,6,1,27.88,3,3,11,6,0.8867518476576207,Critico
276,50276,43,Nordeste,6,638.11,4,16.38,9,8,3,41.36,2,2,11,4,0.8866680490904207,Critico
544,50544,51,Norte,11,198.35,2,24.65,6,11,4,48.14,2,1,7,3,0.8866368085260234,Critico
301,50301,61,Norte,72,193.27,4,64.11,10,7,4,57.26,2,1,1,4,0.8862083055411053,Critico
1653,51653,30,Centro-Oeste,22,456.69,1,46.28,2,13,3,29.97,2,2,9,4,0.8859048442022245,Critico
727,50727,45,Norte,55,1072.6,2,2.58,11,2,4,18.52,2,1,7,4,0.8857406765958022,Critico
1218,51218,22,Norte,84,617.18,1,4.37,5,6,4,31.01,3,0,9,3,0.8855875198799559,Critico
893,50893,67,Centro-Oeste,52,657.4,1,11.73,4,12,3,51.45,1,1,8,4,0.8854284506662841,Critico
954,50954,22,Centro-Oeste,56,511.03,3,23.63,6,5,1,17.24,1,4,7,7,0.8852916600988445,Critico
1249,51249,32,Sul,19,810.51,3,22.57,9,9,1,50.4,3,2,3,8,0.8849143229510968,Critico
2154,52154,42,Norte,80,686.6,1,42.46,6,4,3,38.5,3,2,0,6,0.8848996887975127,Critico
1799,51799,58,Norte,85,448.1,1,26.13,2,5,4,30.86,2,2,3,4,0.8848119065045748,Critico
207,50207,46,Sudeste,116,461.97,4,6.07,4,2,3,48.09,2,1,9,4,0.8843659729832439,Critico
2397,52397,47,Sul,118,482.64,6,2.69,4,8,2,53.03,2,1,9,5,0.8843119908384999,Critico
811,50811,35,Sul,83,376.29,3,4.28,3,14,1,28.7,2,3,11,6,0.8839697657944366,Critico
390,50390,21,Centro-Oeste,12,297.25,2,3.48,5,5,1,45.63,2,1,10,6,0.883966410282387,Critico
491,50491,69,Centro-Oeste,84,526.69,1,0.11,11,14,2,30.87,2,2,10,5,0.88354979475082,Critico
861,50861,68,Norte,27,286.67,1,22.99,3,14,2,22.66,2,0,9,5,0.8830441756730054,Critico
901,50901,60,Centro-Oeste,55,341.01,3,16.72,4,3,3,49.54,1,0,7,4,0.8829045189245102,Critico
1164,51164,18,Centro-Oeste,24,633.66,1,37.91,11,12,3,49.09,3,3,0,6,0.8825123069606003,Critico
292,50292,66,Norte,88,527.69,6,115.35,2,11,2,52.71,1,1,2,6,0.8824658763391026,Critico
374,50374,59,Centro-Oeste,5,425.59,6,73.58,8,2,1,41.8,1,1,0,8,0.882452837642485,Critico
253,50253,26,Sudeste,21,809.27,6,4.35,6,14,1,60.27,1,3,7,7,0.8824017463994901,Critico
874,50874,29,Sul,5,32.24,1,10.78,1,9,1,30.21,1,3,10,6,0.8821337257322638,Critico
1431,51431,20,Sudeste,68,359.73,3,14.05,9,3,1,65.13,3,3,11,6,0.8820245459186973,Critico
1709,51709,40,Nordeste,91,148.3,3,36.44,5,4,2,54.7,3,1,8,5,0.8817151329981978,Critico
412,50412,21,Sul,72,214.86,3,14.55,2,11,2,42.34,1,1,8,5,0.8813556095394027,Critico
1263,51263,43,Sudeste,70,370.23,5,7.61,8,14,1,40.56,1,4,11,6,0.8811509566391095,Critico
2110,52110,22,Centro-Oeste,33,357.18,3,62.8,4,13,2,37.93,1,1,8,5,0.8810564674859732,Critico
1276,51276,47,Sudeste,45,361.89,4,114.81,5,9,5,51.73,2,0,1,3,0.8807616501775589,Critico
1475,51475,52,Sudeste,76,415.49,1,0.8,5,6,3,50.8,1,0,8,4,0.8807548482574499,Critico
143,50143,56,Norte,103,467.14,4,23.81,5,12,2,38.45,3,1,9,5,0.8807463849348097,Critico
67,50067,44,Norte,100,335.96,4,12.24,1,7,2,37.07,3,2,9,5,0.8805491567634386,Critico
1354,51354,32,Sudeste,7,330.03,4,40.74,5,6,2,48.12,1,3,5,6,0.8802089681552128,Critico
2221,52221,49,Nordeste,64,372.5,3,8.61,11,9,2,33.01,3,3,1,7,0.8798722969679238,Critico
1217,51217,37,Centro-Oeste,41,58.54,4,18.08,9,14,3,59.89,2,1,11,3,0.8785658067041184,Critico
2303,52303,61,Centro-Oeste,56,252.64,1,60.18,4,9,1,37.88,3,5,5,7,0.8784009366711698,Critico
2056,52056,67,Nordeste,23,604.69,6,7.52,3,5,3,41.7,2,2,10,4,0.8776743604594517,Critico
1833,51833,48,Nordeste,96,685.32,2,21.93,7,11,4,23.36,2,1,9,3,0.8776054094375514,Critico
1736,51736,34,Norte,84,206.01,4,20.09,10,7,2,45.23,2,1,3,6,0.8775037302594153,Critico
2,50002,20,Sul,1,458.95,2,9.51,10,6,4,28.23,3,0,10,3,0.8774633730822865,Critico
794,50794,51,Nordeste,48,596.5,6,41.61,4,10,1,31.28,3,3,7,7,0.8772743947874837,Critico
268,50268,23,Nordeste,83,158.09,3,12.76,11,4,2,20.42,2,2,5,6,0.8771580395817166,Critico
1767,51767,24,Norte,15,278.68,3,120.51,10,6,1,54.73,2,3,4,7,0.8771044386078206,Critico
903,50903,67,Sudeste,119,149.3,1,63.46,4,3,3,36.7,1,2,7,4,0.8766511021254715,Critico
385,50385,32,Nordeste,55,155.43,1,21.94,9,14,2,20.3,1,2,9,5,0.8764763170930743,Critico
2161,52161,18,Sudeste,117,660.3,6,51.57,7,4,2,32.19,1,4,6,6,0.8763237162744245,Critico
2163,52163,26,Sul,12,154.21,3,16.65,11,14,2,58.18,3,2,4,6,0.8758208425234729,Critico
1743,51743,67,Nordeste,96,300.5,3,17.53,1,8,4,50.43,2,1,6,3,0.8757600104684071,Critico
2262,52262,53,Sul,31,685.38,2,17.01,10,7,2,39.49,2,1,6,6,0.8755059674143988,Critico
2309,52309,20,Nordeste,72,151.87,2,11.27,9,13,2,32.5,3,1,9,5,0.8753488562146454,Critico
1535,51535,60,Sudeste,45,289.33,1,14.56,9,2,3,21.79,2,1,10,4,0.8750813607152667,Critico
911,50911,32,Nordeste,103,398.44,4,27.76,7,7,2,55.79,2,1,8,5,0.8747603905461789,Critico
2417,52417,60,Sul,76,34.42,1,11.2,7,6,2,32.08,3,2,9,5,0.8747122959823888,Critico
1342,51342,50,Norte,27,452.2,1,7.46,11,3,3,26.1,2,2,0,6,0.8746834676685066,Critico
3,50003,46,Nordeste,111,507.06,5,42.82,6,6,1,40.99,1,4,5,7,0.8746514446947199,Critico
1697,51697,45,Nordeste,52,347.52,3,10.79,2,13,3,17.34,1,3,4,5,0.8743618941342165,Critico
2296,52296,45,Sudeste,104,76.67,5,59.56,2,10,1,22.61,2,1,4,7,0.8742543991751884,Critico
2231,52231,25,Sudeste,112,461.41,5,109.28,1,11,3,42.34,2,0,7,4,0.8742355194107444,Critico
2350,52350,31,Sul,42,190.64,2,32.96,9,3,1,39.15,3,0,10,6,0.8738206875827799,Critico
1657,51657,68,Sudeste,116,177.39,4,44.7,10,8,3,34.29,2,2,8,4,0.8737303724164586,Critico
907,50907,40,Sul,37,180.12,3,7.45,6,6,2,14.12,1,2,5,6,0.8737141249701964,Critico
1572,51572,20,Sudeste,102,269.86,3,60.74,3,11,2,31.3,2,3,9,5,0.8736238306803781,Critico
1201,51201,42,Nordeste,48,1169.02,5,0.13,1,13,3,54.99,1,2,10,4,0.8735996835826695,Critico
1078,51078,21,Sudeste,25,163.0,3,10.68,9,9,3,28.27,2,0,4,5,0.87322500683455,Critico
2131,52131,30,Sudeste,114,1248.46,5,59.49,11,4,4,65.58,3,1,10,3,0.8727681556203761,Critico
2158,52158,27,Nordeste,92,431.56,2,10.09,11,14,3,36.02,2,0,8,4,0.8718534347689545,Critico
78,50078,68,Centro-Oeste,42,223.52,4,3.91,6,8,2,37.53,1,2,8,5,0.8714026163828458,Critico
1284,51284,58,Sul,81,154.68,5,66.43,7,12,4,29.59,1,1,1,4,0.871313628922918,Critico
575,50575,57,Sul,119,234.33,4,2.0,7,9,4,17.68,3,1,3,4,0.8711111871043423,Critico
509,50509,63,Sul,32,106.57,3,8.71,6,5,2,66.44,3,2,8,5,0.8709444717240132,Critico
1142,51142,19,Sudeste,44,608.86,5,31.55,10,5,4,25.96,2,1,10,3,0.8706116129958589,Critico
2124,52124,52,Nordeste,71,397.73,3,2.47,6,9,4,29.41,3,0,8,3,0.8705872647369549,Critico
1104,51104,63,Norte,11,193.62,3,41.32,8,10,3,55.43,3,1,2,5,0.870506661326208,Critico
757,50757,69,Sul,78,1471.44,4,14.66,8,7,3,42.78,3,3,3,6,0.8700732792310236,Critico
2359,52359,65,Norte,34,570.71,4,51.49,11,14,2,41.51,3,3,5,6,0.8700547762073251,Critico
2395,52395,40,Centro-Oeste,47,526.26,4,61.64,11,14,4,71.94,3,1,1,4,0.87004993075219,Critico
417,50417,66,Nordeste,25,335.86,6,7.82,5,8,3,38.42,1,1,3,5,0.8694317569161082,Critico
1610,51610,32,Centro-Oeste,41,93.09,3,41.18,6,2,1,26.47,2,5,5,7,0.8691829407149974,Critico
2236,52236,42,Sul,68,912.45,5,16.92,10,2,4,42.95,2,2,5,4,0.8689419972109103,Critico
673,50673,31,Sudeste,5,100.37,5,22.53,2,14,3,34.02,2,1,8,4,0.8688910691036574,Critico
725,50725,36,Sudeste,110,641.73,1,18.47,4,8,1,51.01,3,4,11,6,0.8688367699674335,Critico
1698,51698,55,Sul,14,303.39,6,91.29,2,14,3,36.04,1,1,7,4,0.8685162304705488,Critico
312,50312,57,Sul,118,392.74,5,41.08,2,3,3,55.88,3,1,2,5,0.8678478596827558,Critico
176,50176,67,Sudeste,32,411.16,4,7.72,2,2,2,41.54,2,2,10,5,0.8676739796538545,Critico
800,50800,67,Centro-Oeste,105,986.92,2,52.37,3,12,3,44.15,2,1,3,5,0.8675287184666873,Critico
654,50654,50,Sudeste,72,188.41,1,0.97,5,10,4,50.42,3,2,2,4,0.8673310151260877,Critico
2452,52452,35,Nordeste,52,477.56,3,53.1,4,14,1,28.06,3,4,11,6,0.867238820805321,Critico
1534,51534,23,Centro-Oeste,110,453.33,5,129.59,8,2,2,42.95,1,2,7,5,0.8670414147850551,Critico
579,50579,44,Centro-Oeste,67,237.97,4,8.39,6,14,3,30.49,2,1,2,5,0.8665428277958322,Critico
335,50335,47,Sudeste,2,468.18,5,31.94,8,5,3,47.9,3,2,5,5,0.8664269455193389,Critico
996,50996,53,Norte,114,410.4,2,22.5,6,9,1,47.41,1,3,8,6,0.8662359695988893,Critico
1969,51969,52,Norte,95,819.13,2,10.11,2,11,1,44.86,2,3,5,7,0.8657356411970274,Critico
1738,51738,54,Sudeste,48,229.26,6,39.0,7,2,0,44.62,1,5,1,9,0.8653189283196366,Critico
1922,51922,52,Centro-Oeste,27,181.23,1,19.73,3,9,4,28.6,2,0,6,3,0.8652466573472116,Critico
1706,51706,41,Centro-Oeste,8,168.43,5,43.05,7,9,2,39.44,2,2,8,5,0.8651977715541911,Critico
1412,51412,63,Centro-Oeste,16,314.4,6,17.94,3,14,1,43.41,2,3,4,7,0.8650113545138788,Critico
1781,51781,48,Centro-Oeste,65,452.56,2,16.88,5,13,3,46.51,2,2,7,4,0.8649003498411828,Critico
2348,52348,35,Sudeste,62,249.43,6,19.09,9,9,2,40.37,2,5,0,7,0.8644521581636453,Critico
240,50240,21,Sudeste,54,376.64,5,36.35,6,11,2,39.4,2,1,9,5,0.8639065778266587,Critico
2412,52412,35,Sul,114,228.08,4,37.01,7,14,3,39.1,1,1,1,5,0.8638444827898885,Critico
1550,51550,66,Norte,55,219.74,6,71.01,6,3,4,50.99,2,0,5,3,0.8636806689878318,Critico
807,50807,50,Sul,81,329.58,2,33.78,11,7,4,31.19,3,2,3,4,0.8635007091707942,Critico
2450,52450,54,Norte,27,56.94,3,14.17,4,9,3,40.11,3,2,7,4,0.8634914327516995,Critico
209,50209,28,Sudeste,41,552.04,3,3.86,7,9,3,45.32,2,1,9,4,0.8625167771782345,Critico
1929,51929,18,Norte,116,492.59,2,2.46,3,12,2,55.57,2,2,7,5,0.8619463720693958,Critico
802,50802,52,Sul,16,384.07,6,31.07,8,3,1,55.73,3,5,1,8,0.861475417101411,Critico
1904,51904,48,Sul,113,215.74,3,5.73,10,6,2,35.48,3,3,4,6,0.8610400439525929,Critico
2095,52095,24,Nordeste,56,429.21,1,67.98,8,2,2,25.87,1,2,9,5,0.861016686756948,Critico
503,50503,25,Sudeste,37,427.0,2,18.75,1,12,3,37.03,1,2,3,5,0.8603262482553709,Critico
572,50572,38,Sul,50,755.61,1,10.68,9,3,2,37.91,2,3,11,5,0.8600772597428088,Critico
1403,51403,20,Norte,60,179.58,1,76.07,5,3,2,34.17,3,3,8,5,0.859882896684893,Critico
19,50019,43,Sul,86,383.98,3,33.61,11,3,4,25.24,2,2,3,4,0.8589229562818971,Critico
2129,52129,24,Sudeste,39,544.17,6,60.98,7,9,3,27.71,3,2,10,4,0.8588936868073077,Critico
2150,52150,53,Nordeste,31,922.6,1,8.98,1,8,3,38.22,2,3,5,5,0.8583491879829519,Critico
1765,51765,18,Sudeste,60,391.99,6,17.51,10,12,2,21.15,3,3,11,5,0.858157836541,Critico
1216,51216,59,Sudeste,9,126.96,5,9.42,5,2,2,36.17,2,1,4,6,0.8580050653707075,Critico
2396,52396,65,Sul,46,275.69,3,36.94,10,13,3,45.27,1,3,2,5,0.8576155611987555,Critico
2438,52438,29,Centro-Oeste,117,202.43,4,4.8,10,4,3,25.72,3,0,7,4,0.856359377655514,Critico
1155,51155,37,Norte,114,168.86,1,49.22,1,4,1,62.68,2,3,11,5,0.8563543387456293,Critico
504,50504,59,Nordeste,28,182.5,3,64.83,2,6,3,43.46,1,2,6,4,0.8559405890232833,Critico
444,50444,48,Centro-Oeste,62,692.96,1,23.98,9,10,3,3.43,3,1,5,5,0.8558610970432243,Critico
284,50284,57,Norte,87,932.07,5,3.24,5,7,3,39.47,2,2,9,4,0.8558144025384972,Critico
1278,51278,44,Sul,29,397.87,4,16.18,1,6,3,34.26,2,1,3,5,0.8555313203932364,Critico
1260,51260,20,Norte,62,589.07,3,66.27,6,5,1,39.73,1,3,4,7,0.8554224430580953,Critico
2024,52024,59,Nordeste,73,732.03,4,5.86,6,6,0,25.16,1,4,7,8,0.8547304781498788,Critico
59,50059,33,Sul,108,385.42,5,13.86,2,2,3,52.49,2,3,2,5,0.8540167352640237,Critico
1086,51086,40,Nordeste,24,268.99,5,6.54,9,13,4,14.45,3,0,8,3,0.8532434746701941,Critico
1637,51637,40,Sul,16,555.7,3,3.58,11,14,3,33.07,3,3,0,6,0.852780497751328,Critico
2317,52317,37,Nordeste,33,733.45,2,16.67,4,2,1,30.35,2,5,2,8,0.8525913860698011,Critico
1129,51129,61,Sudeste,55,816.09,3,14.98,11,3,3,49.61,2,3,5,5,0.8523634417363268,Critico
373,50373,32,Sudeste,63,509.31,5,5.98,4,9,2,24.15,2,2,10,5,0.8521452249516351,Critico
1133,51133,35,Sudeste,2,288.05,4,6.01,2,3,2,51.08,2,3,4,6,0.852136158691525,Critico
1494,51494,55,Sudeste,114,395.99,5,1.23,5,9,2,40.41,2,1,8,5,0.8519157050335765,Critico
1215,51215,54,Centro-Oeste,65,600.72,3,11.79,11,11,1,48.42,1,4,9,6,0.8518807847056976,Critico
2489,52489,30,Nordeste,16,374.87,3,32.3,2,5,4,57.0,3,0,1,4,0.8517184435216656,Critico
2464,52464,69,Centro-Oeste,95,385.14,1,12.27,6,10,3,33.19,2,0,6,4,0.8515112134810888,Critico
2445,52445,51,Sudeste,89,132.83,1,48.84,1,11,2,21.01,3,2,3,6,0.8511654378036141,Critico
1978,51978,56,Centro-Oeste,80,599.17,4,4.89,10,7,1,41.45,2,1,4,7,0.8509849073473473,Critico
671,50671,38,Sudeste,32,150.8,4,10.32,11,7,2,54.76,2,2,8,5,0.8508582748513913,Critico
1127,51127,37,Sudeste,103,281.2,1,4.7,10,13,4,30.55,3,1,7,3,0.850639032807449,Critico
691,50691,58,Sul,89,237.2,6,17.28,3,9,3,35.43,1,1,6,4,0.8503938810666395,Critico
742,50742,65,Centro-Oeste,60,126.73,6,55.24,3,12,4,21.77,2,1,5,3,0.8501840086154315,Critico
274,50274,58,Norte,11,47.07,1,50.24,3,7,2,32.58,1,1,11,4,0.8492982673834653,Critico
437,50437,25,Sudeste,57,293.61,3,47.72,11,12,1,44.57,3,1,9,6,0.849229556183605,Critico
837,50837,66,Sudeste,109,995.58,2,7.05,6,8,1,49.77,3,2,11,6,0.8486831316213717,Critico
1244,51244,36,Nordeste,49,665.28,2,2.1,3,11,3,28.25,1,1,3,5,0.8480035913550218,Critico
2031,52031,55,Centro-Oeste,42,111.3,4,20.05,2,7,3,26.39,2,1,11,3,0.8476345173082354,Critico
2411,52411,40,Nordeste,16,850.46,6,52.95,8,6,3,13.24,2,3,1,6,0.8470579296975602,Critico
1634,51634,61,Sudeste,83,126.06,2,31.41,11,14,2,22.18,2,2,8,5,0.8464955142078088,Critico
1251,51251,35,Nordeste,50,264.52,6,7.37,6,13,3,40.89,3,1,2,5,0.8462438317462699,Critico
1025,51025,31,Centro-Oeste,24,239.0,2,16.32,2,14,3,22.79,1,1,6,4,0.8461120568320253,Critico
257,50257,21,Sul,69,282.06,1,15.93,9,9,4,32.41,2,0,11,2,0.84594042200344,Critico
1313,51313,31,Norte,102,140.0,4,26.97,4,3,2,34.58,1,2,1,6,0.8455372382068481,Critico
1328,51328,39,Nordeste,113,267.81,1,50.89,7,5,3,41.14,3,1,11,3,0.8447418670872591,Critico
2371,52371,36,Norte,52,1578.5,2,46.19,8,6,3,23.67,1,1,11,4,0.8445284351686673,Critico
640,50640,18,Norte,5,276.35,4,1.92,4,10,2,38.63,1,1,2,6,0.8442237816107347,Critico
584,50584,33,Nordeste,46,439.41,4,0.95,2,2,1,16.95,3,3,11,6,0.8434218611621194,Critico
1693,51693,69,Norte,41,316.67,4,9.8,10,12,3,41.49,2,0,11,3,0.8427331750643348,Critico
569,50569,60,Centro-Oeste,97,470.16,6,40.43,11,10,3,54.07,1,1,0,5,0.842001204194967,Critico
445,50445,37,Sudeste,53,259.08,3,75.25,1,4,1,50.81,3,2,3,7,0.8417445090238366,Critico
1764,51764,30,Nordeste,95,102.76,5,15.82,2,13,2,27.34,3,2,7,5,0.8417332911179284,Critico
1673,51673,66,Sudeste,12,737.43,1,23.05,7,3,2,2.62,2,2,7,6,0.841229183081745,Critico
2275,52275,57,Sudeste,13,616.79,3,25.92,8,5,1,27.96,1,3,1,8,0.8410375833010474,Critico
2461,52461,65,Centro-Oeste,58,259.67,4,35.88,5,11,1,14.02,3,3,9,6,0.8404829871508731,Critico
791,50791,55,Centro-Oeste,27,324.24,5,4.0,1,12,1,38.73,2,3,8,6,0.8404248385170349,Critico
1232,51232,54,Sul,103,238.92,4,28.67,6,9,3,40.98,3,1,11,3,0.8399752654984586,Critico
895,50895,21,Sul,51,381.61,3,23.81,5,13,3,35.79,2,2,7,4,0.8396036233885853,Critico
1571,51571,39,Sul,96,106.07,5,23.41,7,11,3,21.37,1,2,1,5,0.8390327941404447,Critico
682,50682,24,Norte,62,554.48,6,12.97,7,12,0,68.54,2,2,8,7,0.8387928445380565,Critico
351,50351,34,Centro-Oeste,71,286.19,6,0.06,5,5,2,49.0,1,2,11,4,0.8381582538512977,Critico
2472,52472,61,Norte,73,639.78,3,19.78,4,8,2,38.9,1,1,7,5,0.8381410443512198,Critico
2425,52425,24,Norte,43,881.02,6,29.34,11,8,4,42.09,3,1,8,3,0.837666374925465,Critico
1363,51363,60,Nordeste,95,55.61,2,26.26,3,14,3,20.22,1,2,5,4,0.8371784177973561,Critico
741,50741,58,Norte,43,50.93,5,33.78,6,4,3,35.93,2,0,10,3,0.8368363817722829,Critico
1163,51163,25,Centro-Oeste,42,161.36,4,17.76,3,7,3,34.63,2,3,6,4,0.8365105713622656,Critico
620,50620,20,Norte,6,809.01,6,30.3,3,14,3,45.6,1,1,7,4,0.8365020499180249,Critico
971,50971,41,Centro-Oeste,43,51.75,6,36.92,2,13,2,47.69,2,2,0,6,0.8363599667472873,Critico
1011,51011,56,Sudeste,15,237.82,1,44.05,3,8,4,47.95,2,0,5,3,0.8361044756346573,Critico
1683,51683,31,Nordeste,75,273.3,1,3.03,6,13,1,35.4,2,3,3,7,0.8358829459198278,Critico
1983,51983,52,Norte,111,794.83,1,28.86,4,9,2,34.73,2,3,3,6,0.8352506013456721,Critico
838,50838,21,Sudeste,1,286.72,1,33.24,3,7,3,33.52,2,0,7,4,0.8351909389792823,Critico
619,50619,45,Norte,26,144.9,2,31.47,9,13,2,30.39,1,1,11,4,0.8351375877156713,Critico
1539,51539,37,Sul,83,1111.05,5,91.4,9,6,2,42.64,3,2,5,6,0.8350571943201954,Critico
2033,52033,29,Sudeste,45,385.19,5,21.34,5,14,4,42.09,2,1,1,4,0.8348717205911059,Critico
1880,51880,38,Nordeste,26,496.26,3,33.99,10,14,3,45.66,2,2,2,5,0.8345140415804072,Critico
523,50523,18,Centro-Oeste,113,127.93,1,20.8,9,14,3,27.08,2,2,0,5,0.8344527713757443,Critico
864,50864,42,Centro-Oeste,44,322.78,2,12.25,11,6,2,43.98,2,2,2,6,0.8337190184179074,Critico
1202,51202,30,Norte,13,572.35,2,34.02,9,7,4,26.96,2,1,7,3,0.8335021618925172,Critico
1262,51262,40,Norte,86,172.68,1,39.48,2,10,1,29.51,1,2,6,6,0.8330938341067707,Critico
621,50621,39,Sudeste,62,143.57,5,75.76,6,2,2,52.09,2,1,11,4,0.832558695768767,Critico
1229,51229,65,Sudeste,60,761.74,3,75.54,3,11,1,47.38,2,3,9,6,0.8324341359950634,Critico
956,50956,25,Sul,8,715.9,2,10.06,9,7,2,25.35,3,3,6,6,0.8322472662758078,Critico
2050,52050,29,Norte,32,34.42,6,6.89,4,5,3,33.23,1,1,10,3,0.8322363711619319,Critico
662,50662,39,Sudeste,102,465.62,1,2.63,3,12,3,19.67,3,2,8,4,0.8322222003765013,Critico
191,50191,51,Norte,112,169.79,2,6.01,10,4,2,18.33,2,2,7,5,0.8320623792846776,Critico
1703,51703,44,Norte,38,275.71,2,44.99,1,5,2,28.46,2,3,2,6,0.8310561108314148,Critico
2491,52491,54,Norte,118,326.96,2,62.97,6,8,2,16.28,3,2,7,5,0.830694430951472,Critico
110,50110,37,Centro-Oeste,67,1182.28,4,31.07,3,10,2,41.96,2,2,4,6,0.8306929349542307,Critico
808,50808,43,Sul,111,179.58,2,16.25,1,5,2,68.97,1,2,9,4,0.8305937902757222,Critico
2036,52036,53,Sudeste,68,350.52,1,11.39,4,2,2,48.5,3,3,8,5,0.8305884029006325,Critico
2253,52253,61,Sul,52,80.93,5,39.04,4,7,2,46.99,2,3,6,5,0.8285307071463923,Critico
1636,51636,39,Norte,52,169.52,2,12.68,3,7,3,32.27,1,2,5,4,0.8284345588509321,Critico
2288,52288,35,Sudeste,80,418.01,3,3.68,6,4,2,36.99,3,0,8,5,0.8284018471475827,Critico
1532,51532,40,Centro-Oeste,34,595.57,4,3.81,9,14,3,43.9,1,1,6,4,0.8280319854892959,Critico
